"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cm --output mem_cpu_unikernel_full 1 50",,,,"Date:","21 Feb 2016 03:32:11 BRT"

"total cpu usage",,,,,,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free"
13.612,2.798,81.798,1.792,0.0,0.0,4394348544.0,457121792.0,5746216960.0,1.24558843904e+11
13.738,2.515,82.333,1.415,0.0,0.0,4445507584.0,457125888.0,5881233408.0,1.2437266432e+11
10.724,2.226,85.011,2.038,0.0,0.0,4466741248.0,457170944.0,5982179328.0,1.2425043968e+11
12.083,3.839,81.718,2.360,0.0,0.0,4762587136.0,457175040.0,5982679040.0,1.23954089984e+11
15.465,3.811,77.827,2.866,0.0,0.031,4892864512.0,457187328.0,5982416896.0,1.23824062464e+11
15.082,4.251,77.739,2.897,0.0,0.031,5016629248.0,457187328.0,5983428608.0,1.23699286016e+11
13.953,4.871,78.536,2.608,0.0,0.031,5148114944.0,457187328.0,5983952896.0,1.23567276032e+11
12.864,3.929,82.921,0.285,0.0,0.0,5180649472.0,457187328.0,5984129024.0,1.23534565376e+11
11.420,4.113,82.632,1.835,0.0,0.0,5241446400.0,457195520.0,5983956992.0,1.23473932288e+11
12.309,4.167,82.443,1.018,0.0,0.064,5244121088.0,457199616.0,5984985088.0,1.23470225408e+11
12.123,4.570,81.974,1.301,0.0,0.032,5288235008.0,457199616.0,5984301056.0,1.2342679552e+11
9.534,3.548,85.714,1.204,0.0,0.0,4880605184.0,457199616.0,5989490688.0,1.23829235712e+11
9.542,5.821,83.842,0.700,0.0,0.095,4587888640.0,457220096.0,6274551808.0,1.23836870656e+11
10.788,3.701,84.847,0.664,0.0,0.0,4600217600.0,457265152.0,6276218880.0,1.23822829568e+11
8.849,5.582,82.366,2.950,0.0,0.254,4690903040.0,457318400.0,6309769216.0,1.23698540544e+11
4.610,3.126,78.529,13.641,0.0,0.095,4721033216.0,457338880.0,6310006784.0,1.2366815232e+11


"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cm --output mem_cpu_unikernel_full 1 50",,,,"Date:","21 Feb 2016 03:33:08 BRT"

"total cpu usage",,,,,,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free"
0.826,0.483,98.667,0.024,0.000,0.001,5035175936.0,457392128.0,6313230336.0,1.233507328e+11
5.083,3.018,80.241,11.626,0.0,0.032,5031366656.0,457404416.0,6313439232.0,1.23354320896e+11
10.703,1.488,69.158,18.651,0.0,0.0,5056696320.0,457404416.0,6313615360.0,1.23328815104e+11
10.991,1.710,69.306,17.960,0.0,0.032,5055348736.0,457408512.0,6313664512.0,1.2333010944e+11
10.151,1.293,75.757,12.799,0.0,0.0,5060517888.0,457408512.0,6313775104.0,1.23324829696e+11
8.062,1.359,76.099,14.385,0.0,0.095,5035003904.0,457408512.0,6314561536.0,1.23349557248e+11
6.139,1.297,75.316,17.247,0.0,0.0,5036773376.0,457408512.0,6314369024.0,1.23347980288e+11
5.175,0.947,74.535,19.344,0.0,0.0,5034196992.0,457408512.0,6314409984.0,1.23350515712e+11
3.797,0.633,78.924,16.646,0.0,0.0,5040881664.0,457408512.0,6314528768.0,1.23343712256e+11
13.354,2.342,76.171,8.133,0.0,0.0,5067698176.0,457408512.0,6314532864.0,1.23316891648e+11
18.792,2.910,77.317,0.981,0.0,0.0,5124177920.0,457408512.0,6314848256.0,1.23260096512e+11
12.895,1.960,84.102,1.043,0.0,0.0,5129543680.0,457408512.0,6315487232.0,1.23254091776e+11
17.802,2.534,78.777,0.855,0.0,0.032,5220179968.0,457408512.0,6315589632.0,1.23163353088e+11
20.777,4.389,71.835,2.968,0.0,0.032,5206478848.0,457408512.0,6316134400.0,1.2317650944e+11
17.854,2.691,75.340,4.020,0.0,0.095,5235580928.0,457408512.0,6316564480.0,1.2314697728e+11
17.912,2.586,78.020,1.482,0.0,0.0,5219844096.0,457412608.0,6316855296.0,1.231624192e+11
15.623,2.151,80.519,1.708,0.0,0.0,5194452992.0,457420800.0,6317465600.0,1.23187191808e+11


"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cm --output mem_cpu_unikernel_full 1 350",,,,"Date:","21 Feb 2016 03:43:00 BRT"

"total cpu usage",,,,,,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free"
0.828,0.484,98.663,0.024,0.000,0.001,2495492096.0,465477632.0,3156447232.0,1.2903911424e+11
0.125,0.031,99.844,0.0,0.0,0.0,2495594496.0,465477632.0,3156447232.0,1.2903901184e+11
0.125,0.063,99.812,0.0,0.0,0.0,2496581632.0,465477632.0,3156447232.0,1.29038024704e+11
0.031,0.031,99.937,0.0,0.0,0.0,2496937984.0,465477632.0,3156451328.0,1.29037664256e+11
0.031,0.031,99.937,0.0,0.0,0.0,2496942080.0,465477632.0,3156455424.0,1.29037656064e+11
0.094,0.0,99.906,0.0,0.0,0.0,2496806912.0,465477632.0,3156455424.0,1.29037791232e+11
0.094,0.0,99.906,0.0,0.0,0.0,2495766528.0,465477632.0,3156459520.0,1.2903882752e+11
0.094,0.063,99.844,0.0,0.0,0.0,2495885312.0,465477632.0,3156459520.0,1.29038708736e+11
0.156,0.062,99.750,0.031,0.0,0.0,2495610880.0,465477632.0,3156459520.0,1.29038983168e+11
0.0,0.063,99.937,0.0,0.0,0.0,2495463424.0,465477632.0,3156459520.0,1.29039130624e+11
0.063,0.031,99.906,0.0,0.0,0.0,2495492096.0,465477632.0,3156459520.0,1.29039101952e+11
0.375,0.062,99.563,0.0,0.0,0.0,2495483904.0,465477632.0,3156459520.0,1.29039110144e+11
1.502,0.313,98.185,0.0,0.0,0.0,2505396224.0,465481728.0,3156463616.0,1.29029189632e+11
6.334,1.505,92.161,0.0,0.0,0.0,2531868672.0,465481728.0,3166875648.0,1.28992305152e+11
11.271,2.755,85.880,0.0,0.0,0.094,2512261120.0,465485824.0,3223355392.0,1.28955428864e+11
8.100,3.862,88.038,0.0,0.0,0.0,2547208192.0,465485824.0,3479752704.0,1.2866408448e+11
10.006,3.325,86.543,0.063,0.0,0.063,2780758016.0,465485824.0,3509542912.0,1.28400744448e+11
18.196,7.468,74.272,0.0,0.0,0.063,2851274752.0,465510400.0,3635519488.0,1.2820422656e+11
17.493,8.873,73.476,0.095,0.0,0.063,2996752384.0,466927616.0,3894751232.0,1.27798099968e+11
14.964,4.307,80.635,0.063,0.0,0.031,3128311808.0,467288064.0,4046528512.0,1.27514402816e+11
32.502,7.132,60.114,0.221,0.0,0.032,3572506624.0,467308544.0,4077981696.0,1.27038734336e+11
33.091,8.746,53.331,4.768,0.0,0.063,3579842560.0,467460096.0,4231884800.0,1.26877343744e+11
17.669,4.693,73.953,3.685,0.0,0.0,3532476416.0,468463616.0,4339601408.0,1.2681598976e+11
20.845,8.042,68.969,1.987,0.0,0.158,3792273408.0,468492288.0,4380295168.0,1.26515470336e+11
23.009,4.438,71.231,1.259,0.0,0.063,4029595648.0,468496384.0,4380413952.0,1.26278025216e+11
29.659,6.507,62.097,1.642,0.0,0.095,3985973248.0,468529152.0,4459606016.0,1.26242422784e+11
31.652,7.629,59.458,0.946,0.0,0.315,4159070208.0,468533248.0,4607201280.0,1.25921726464e+11
20.278,3.595,72.217,3.753,0.0,0.158,4161982464.0,468553728.0,4702871552.0,1.25823123456e+11
18.265,4.527,74.191,2.861,0.0,0.157,4210978816.0,468951040.0,4999806976.0,1.25476794368e+11
8.928,2.892,81.390,6.727,0.0,0.063,3858825216.0,469348352.0,5121675264.0,1.25706682368e+11
11.497,4.517,79.533,4.454,0.0,0.0,3897966592.0,471236608.0,5475172352.0,1.25312155648e+11
13.205,2.470,81.666,2.628,0.0,0.032,3992727552.0,471388160.0,5577416704.0,1.25114998784e+11
14.132,2.808,81.514,1.546,0.0,0.0,4163624960.0,471388160.0,5668073472.0,1.24853444608e+11
14.155,3.058,81.557,1.230,0.0,0.0,4227559424.0,471388160.0,5797675008.0,1.24659908608e+11
10.626,2.326,84.627,2.421,0.0,0.0,4163604480.0,471564288.0,5950726144.0,1.24570636288e+11
10.319,3.345,83.875,2.461,0.0,0.0,4242616320.0,471584768.0,5988888576.0,1.24453441536e+11
13.263,5.439,79.517,1.718,0.0,0.064,4523040768.0,471584768.0,5989273600.0,1.24172632064e+11
15.044,3.887,79.741,1.264,0.0,0.063,4616904704.0,471584768.0,5988454400.0,1.24079587328e+11
15.721,3.867,79.429,0.951,0.0,0.032,4651008000.0,471584768.0,5989347328.0,1.24044591104e+11
13.934,3.602,80.221,2.243,0.0,0.0,4765204480.0,471588864.0,5989490688.0,1.23930247168e+11
16.545,3.606,78.425,1.392,0.0,0.032,5030948864.0,471588864.0,5989961728.0,1.23664031744e+11
15.821,3.971,77.624,2.584,0.0,0.0,5095092224.0,471588864.0,5989965824.0,1.23599884288e+11
18.334,4.481,75.639,1.515,0.0,0.032,5174480896.0,471588864.0,5990199296.0,1.23520262144e+11
14.804,3.851,79.451,1.894,0.0,0.0,5203111936.0,471588864.0,5990522880.0,1.2349130752e+11
14.972,4.422,79.627,0.916,0.0,0.063,5255868416.0,471588864.0,5990932480.0,1.2343814144e+11
14.164,3.920,79.450,2.466,0.0,0.0,5283504128.0,471592960.0,5996003328.0,1.23405430784e+11
11.832,3.543,82.948,1.677,0.0,0.0,4863295488.0,471592960.0,5997039616.0,1.23824603136e+11
11.058,5.308,81.201,2.306,0.0,0.126,4589817856.0,471592960.0,6493335552.0,1.23601784832e+11
6.270,2.565,82.141,8.898,0.0,0.127,4601057280.0,471592960.0,6517137408.0,1.23566743552e+11
5.677,5.170,81.478,7.580,0.0,0.095,4617347072.0,471609344.0,6520897536.0,1.23546677248e+11
4.357,4.452,83.360,7.799,0.0,0.032,4613578752.0,471699456.0,6525272064.0,1.23545980928e+11
6.108,5.538,84.810,3.513,0.0,0.032,4635508736.0,471810048.0,6317002752.0,1.23732209664e+11
9.708,4.346,84.994,0.952,0.0,0.0,4703068160.0,471859200.0,6316396544.0,1.23665207296e+11
7.141,2.825,88.004,1.999,0.0,0.032,4701224960.0,471875584.0,6317031424.0,1.23666399232e+11
11.727,2.979,83.645,1.648,0.0,0.0,4766408704.0,471879680.0,6317768704.0,1.23600474112e+11
6.671,2.213,85.963,5.090,0.0,0.063,4848431104.0,471879680.0,6319013888.0,1.23517206528e+11
4.485,1.358,84.491,9.602,0.0,0.063,4855197696.0,471879680.0,6319063040.0,1.23510390784e+11
8.897,2.765,83.889,4.449,0.0,0.0,4947398656.0,471928832.0,6318960640.0,1.23418243072e+11
7.256,2.492,86.278,3.943,0.0,0.032,5038505984.0,471945216.0,6319132672.0,1.23326947328e+11
9.014,2.805,86.921,1.261,0.0,0.0,5060050944.0,471945216.0,6319108096.0,1.23305426944e+11
8.540,3.492,86.921,1.048,0.0,0.0,5154734080.0,471957504.0,6319349760.0,1.23210489856e+11
10.857,3.238,84.857,1.016,0.0,0.032,5174411264.0,472125440.0,6320062464.0,1.23189932032e+11
13.513,1.646,74.778,9.968,0.0,0.095,5179674624.0,472129536.0,6320349184.0,1.23184377856e+11
11.532,1.643,74.471,12.259,0.0,0.095,5177446400.0,472129536.0,6320431104.0,1.2318652416e+11
10.183,1.423,78.400,9.962,0.0,0.032,5156655104.0,472137728.0,6320521216.0,1.23207217152e+11
5.641,1.135,81.500,11.692,0.0,0.032,5159792640.0,472137728.0,6320582656.0,1.23204018176e+11
8.167,1.963,77.398,12.472,0.0,0.0,5169262592.0,472145920.0,6321057792.0,1.23194064896e+11
10.038,1.963,75.174,12.825,0.0,0.0,5170946048.0,472150016.0,6321246208.0,1.23192188928e+11
16.345,2.213,77.458,3.984,0.0,0.0,5201903616.0,472154112.0,6321405952.0,1.2316106752e+11
13.350,2.214,83.455,0.981,0.0,0.0,5241344000.0,472154112.0,6322089984.0,1.23120943104e+11
16.435,2.465,78.793,2.307,0.0,0.0,5265530880.0,472158208.0,6322360320.0,1.23096481792e+11
17.604,2.813,78.192,1.391,0.0,0.0,5271605248.0,472166400.0,6322626560.0,1.23090132992e+11
19.374,2.181,77.054,1.391,0.0,0.0,5289791488.0,472170496.0,6322925568.0,1.23071643648e+11
17.750,2.948,77.845,1.458,0.0,0.0,5266407424.0,472186880.0,6323101696.0,1.230948352e+11
18.397,2.304,78.163,1.136,0.0,0.0,5255954432.0,472195072.0,6323527680.0,1.23104854016e+11
13.274,2.731,83.010,0.984,0.0,0.0,5273264128.0,472199168.0,6324264960.0,1.23086802944e+11
17.476,4.322,77.098,1.041,0.0,0.063,5294526464.0,472207360.0,6325456896.0,1.2306434048e+11
14.719,1.674,81.459,2.053,0.0,0.095,5271744512.0,472211456.0,6327525376.0,1.23085049856e+11
8.136,1.482,83.475,6.906,0.0,0.0,5271814144.0,472215552.0,6327775232.0,1.23084726272e+11
15.548,2.027,77.106,5.320,0.0,0.0,5281333248.0,472223744.0,6327885824.0,1.23075088384e+11
17.465,2.333,77.585,2.585,0.0,0.032,5286658048.0,472227840.0,6328184832.0,1.2306946048e+11
17.312,2.675,78.911,1.102,0.0,0.0,5276893184.0,472231936.0,6330478592.0,1.23076927488e+11
12.694,2.951,83.275,1.079,0.0,0.0,5267746816.0,472236032.0,6331334656.0,1.23085213696e+11
14.973,2.153,81.576,1.266,0.0,0.032,5322641408.0,472240128.0,6332805120.0,1.23028844544e+11
13.195,0.754,84.543,1.508,0.0,0.0,5325488128.0,472240128.0,6333108224.0,1.2302569472e+11
13.111,1.292,84.463,1.135,0.0,0.0,5312577536.0,472240128.0,6333480960.0,1.23038232576e+11
9.407,1.105,88.510,0.979,0.0,0.0,5267324928.0,472244224.0,6334582784.0,1.23082379264e+11
15.329,1.511,82.121,1.039,0.0,0.0,5276459008.0,472244224.0,6334418944.0,1.23073409024e+11
8.622,0.818,88.357,2.203,0.0,0.0,5271515136.0,472244224.0,6335479808.0,1.23077292032e+11
10.852,1.451,86.751,0.915,0.0,0.032,5266845696.0,472248320.0,6335508480.0,1.23081928704e+11
9.165,0.596,88.669,1.569,0.0,0.0,5281034240.0,472248320.0,6335180800.0,1.2306806784e+11
9.801,1.043,87.765,1.391,0.0,0.0,5264879616.0,472252416.0,6335033344.0,1.23084365824e+11
11.400,1.457,86.415,0.728,0.0,0.0,5277814784.0,472252416.0,6335856640.0,1.2307060736e+11
14.426,2.029,82.530,0.983,0.0,0.032,5243375616.0,472252416.0,6335815680.0,1.23105087488e+11
9.417,1.395,88.237,0.951,0.0,0.0,5264089088.0,472256512.0,6336360448.0,1.23083825152e+11
6.681,0.882,90.955,1.481,0.0,0.0,5283979264.0,472256512.0,6336536576.0,1.23063758848e+11
7.253,0.978,90.224,1.545,0.0,0.0,5275426816.0,472256512.0,6336495616.0,1.23072352256e+11
8.667,1.229,88.780,1.324,0.0,0.0,5276991488.0,472256512.0,6336786432.0,1.23070496768e+11
10.988,1.263,87.022,0.726,0.0,0.0,5264838656.0,472256512.0,6337327104.0,1.23082108928e+11
8.545,1.366,89.358,0.731,0.0,0.0,5247774720.0,472260608.0,6337499136.0,1.23098996736e+11
10.460,1.363,87.417,0.761,0.0,0.0,5286031360.0,472260608.0,6337798144.0,1.23060441088e+11
9.551,1.202,88.488,0.759,0.0,0.0,5290725376.0,472260608.0,6337777664.0,1.23055767552e+11
13.527,1.612,84.134,0.695,0.0,0.032,5256658944.0,472264704.0,6338195456.0,1.23089412096e+11
8.376,1.459,88.801,1.364,0.0,0.0,5257756672.0,472264704.0,6338621440.0,1.23087888384e+11
13.684,1.584,83.877,0.855,0.0,0.0,5314048000.0,472264704.0,6339043328.0,1.23031175168e+11
17.220,1.738,80.316,0.727,0.0,0.0,5338382336.0,472264704.0,6339366912.0,1.23006517248e+11
9.180,1.356,88.139,1.325,0.0,0.0,5276704768.0,472268800.0,6339559424.0,1.23067998208e+11
10.348,1.424,87.152,1.076,0.0,0.0,5257244672.0,472268800.0,6340886528.0,1.230861312e+11
13.606,1.575,83.906,0.913,0.0,0.0,5310619648.0,472268800.0,6340706304.0,1.23032936448e+11
10.239,0.882,87.398,1.481,0.0,0.0,5240659968.0,472272896.0,6341029888.0,1.23102568448e+11
14.646,1.894,82.418,1.042,0.0,0.0,5288583168.0,472272896.0,6342017024.0,1.23053658112e+11
16.524,1.709,80.690,1.045,0.0,0.032,5305507840.0,472276992.0,6341935104.0,1.23036811264e+11
15.841,2.745,80.751,0.663,0.0,0.0,5287124992.0,472281088.0,6342492160.0,1.2305463296e+11
15.863,1.356,81.583,1.198,0.0,0.0,5314514944.0,472285184.0,6342512640.0,1.23027218432e+11
13.495,2.768,82.353,1.353,0.0,0.031,5263867904.0,472289280.0,6349529088.0,1.23070844928e+11
14.684,3.172,81.446,0.698,0.0,0.0,5246234624.0,472293376.0,6349799424.0,1.23088203776e+11
16.211,3.083,80.006,0.668,0.0,0.032,5275144192.0,472301568.0,6350041088.0,1.23059044352e+11
12.670,2.661,83.972,0.697,0.0,0.0,5254475776.0,472305664.0,6350270464.0,1.23079479296e+11
12.052,3.267,83.603,1.047,0.0,0.032,5267218432.0,472317952.0,6351294464.0,1.23065700352e+11
12.651,2.663,83.989,0.698,0.0,0.0,5342089216.0,472330240.0,6352355328.0,1.22989756416e+11
16.309,1.388,81.167,1.136,0.0,0.0,5484990464.0,472330240.0,6353391616.0,1.2284581888e+11
15.278,1.037,82.270,1.415,0.0,0.0,5529260032.0,472330240.0,6353477632.0,1.22801463296e+11
15.363,1.037,82.030,1.571,0.0,0.0,5569458176.0,472330240.0,6354427904.0,1.2276031488e+11
15.491,0.941,82.001,1.568,0.0,0.0,5556441088.0,472330240.0,6355345408.0,1.22772414464e+11
15.164,1.765,81.715,1.356,0.0,0.0,5444620288.0,472334336.0,6354931712.0,1.22884644864e+11
15.050,1.134,82.368,1.448,0.0,0.0,5467324416.0,472334336.0,6355169280.0,1.22861703168e+11
16.006,1.604,81.258,1.132,0.0,0.0,5503807488.0,472342528.0,6355374080.0,1.22825007104e+11
16.462,1.703,81.110,0.725,0.0,0.0,5506801664.0,472342528.0,6355873792.0,1.22821513216e+11
15.009,1.353,82.222,1.416,0.0,0.0,5391183872.0,472346624.0,6355714048.0,1.22937286656e+11
15.061,1.381,82.115,1.443,0.0,0.0,5532540928.0,472346624.0,6355693568.0,1.2279595008e+11
16.960,1.762,80.522,0.755,0.0,0.0,5605249024.0,472346624.0,6356054016.0,1.22722881536e+11
14.948,1.135,82.371,1.545,0.0,0.0,5582356480.0,472346624.0,6357196800.0,1.22744631296e+11
15.346,1.164,82.075,1.415,0.0,0.0,5628768256.0,472346624.0,6357839872.0,1.22697576448e+11
15.167,0.913,82.410,1.479,0.0,0.031,5642784768.0,472350720.0,6358122496.0,1.22683273216e+11
15.397,1.192,81.907,1.505,0.0,0.0,5594214400.0,472350720.0,6357868544.0,1.22732097536e+11
14.579,1.420,82.676,1.325,0.0,0.0,5351284736.0,472354816.0,6358368256.0,1.22974523392e+11
15.014,1.165,82.342,1.479,0.0,0.0,5448482816.0,472354816.0,6358577152.0,1.22877116416e+11
15.017,1.382,82.155,1.445,0.0,0.0,5420511232.0,472354816.0,6359191552.0,1.229044736e+11
15.259,1.576,81.936,1.198,0.0,0.032,5395886080.0,472354816.0,6359203840.0,1.22929086464e+11
14.951,1.353,82.216,1.479,0.0,0.0,5374423040.0,472358912.0,6358962176.0,1.22950787072e+11
14.901,1.226,82.270,1.603,0.0,0.0,5368946688.0,472358912.0,6359420928.0,1.22955804672e+11
15.273,1.288,81.961,1.477,0.0,0.0,5505191936.0,472358912.0,6359941120.0,1.22819039232e+11
14.912,1.261,82.346,1.482,0.0,0.0,5472579584.0,472358912.0,6360006656.0,1.22851586048e+11
17.044,2.547,78.994,1.415,0.0,0.0,5439397888.0,472363008.0,6360252416.0,1.22884517888e+11
16.167,1.579,80.834,1.389,0.0,0.032,5426188288.0,472363008.0,6360502272.0,1.22897477632e+11
14.880,1.198,82.472,1.450,0.0,0.0,5431042048.0,472363008.0,6360162304.0,1.2289296384e+11
15.031,1.352,81.730,1.887,0.0,0.0,5469769728.0,472363008.0,6360772608.0,1.22853625856e+11
15.109,1.259,82.184,1.448,0.0,0.0,5458857984.0,472367104.0,6360924160.0,1.22864381952e+11
14.795,1.767,82.271,1.167,0.0,0.0,5326598144.0,472367104.0,6361309184.0,1.22996256768e+11
7.120,1.487,90.158,1.234,0.0,0.0,5282959360.0,472367104.0,6361784320.0,1.23039420416e+11
13.465,3.779,82.026,0.699,0.0,0.032,5281677312.0,472371200.0,6367830016.0,1.23034652672e+11
13.553,4.528,80.937,0.982,0.0,0.0,5291495424.0,472387584.0,6367895552.0,1.2302475264e+11
14.404,5.013,79.949,0.635,0.0,0.0,5287784448.0,472391680.0,6368313344.0,1.23028041728e+11
14.749,4.545,79.720,0.985,0.0,0.0,5283975168.0,472403968.0,6368571392.0,1.23031580672e+11
15.489,6.113,77.764,0.634,0.0,0.0,5274542080.0,472416256.0,6368755712.0,1.23040817152e+11
17.303,6.743,75.318,0.636,0.0,0.0,5263634432.0,472420352.0,6368985088.0,1.23051491328e+11
16.238,4.258,78.710,0.731,0.0,0.064,5293780992.0,472428544.0,6369247232.0,1.23021074432e+11
15.136,4.180,79.956,0.728,0.0,0.0,5286408192.0,472436736.0,6369427456.0,1.23028258816e+11
14.259,4.584,80.462,0.664,0.0,0.032,5268475904.0,472449024.0,6369685504.0,1.23045920768e+11
14.531,5.628,79.141,0.700,0.0,0.0,5282152448.0,472453120.0,6369947648.0,1.23031977984e+11
14.359,5.392,79.643,0.606,0.0,0.0,5270347776.0,472465408.0,6370168832.0,1.23043549184e+11
14.858,4.741,79.542,0.859,0.0,0.0,5287485440.0,472469504.0,6370381824.0,1.23026194432e+11
15.594,3.613,80.127,0.634,0.0,0.032,5282467840.0,472477696.0,6370631680.0,1.23030953984e+11
14.013,4.745,80.446,0.796,0.0,0.0,5282701312.0,472485888.0,6370721792.0,1.23030622208e+11
15.666,2.780,80.638,0.916,0.0,0.0,5293699072.0,472494080.0,6371098624.0,1.23019239424e+11
12.705,2.339,84.197,0.759,0.0,0.0,5267968000.0,472498176.0,6371565568.0,1.23044499456e+11
7.926,1.680,89.569,0.824,0.0,0.0,5255172096.0,472498176.0,6371733504.0,1.23057127424e+11
6.739,4.037,88.525,0.699,0.0,0.0,5254115328.0,472498176.0,6372544512.0,1.23057373184e+11
14.454,2.642,82.139,0.764,0.0,0.0,5295476736.0,472502272.0,6373040128.0,1.23015512064e+11
15.505,1.601,81.387,1.475,0.0,0.031,5317455872.0,472502272.0,6372954112.0,1.22993618944e+11
10.603,2.619,85.200,1.578,0.0,0.0,5307830272.0,472510464.0,6373904384.0,1.2300228608e+11
9.823,4.119,84.949,1.109,0.0,0.0,5283446784.0,472518656.0,6374998016.0,1.23025567744e+11
7.939,1.048,90.314,0.699,0.0,0.0,5296013312.0,472518656.0,6375186432.0,1.230128128e+11
7.918,1.136,90.158,0.789,0.0,0.0,5305630720.0,472518656.0,6375481344.0,1.2300290048e+11
7.537,1.041,90.665,0.757,0.0,0.0,5319643136.0,472518656.0,6375817216.0,1.22988552192e+11
7.819,1.298,90.155,0.728,0.0,0.0,5324316672.0,472518656.0,6375878656.0,1.22983817216e+11
7.129,0.915,90.726,1.230,0.0,0.0,5334409216.0,472518656.0,6376288256.0,1.22973315072e+11
6.745,2.991,89.405,0.859,0.0,0.0,5251342336.0,472592384.0,6376517632.0,1.23056078848e+11
